Cruise No	EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
395	35TH20100608	Thalassa	35HT	FNFP	31	9070307	IFREMER	1054	CSIC-IIM/ Institute of Marine Research	279	H. Mercier; V. Thierry	https://doi.org/10.3334/cdiac/otg.clivar_ovide_2010
396	35UCKERFIXTS	La Curieuse	35UC	FGAK	31		Institut polaire francais Paul-Emile Victor (IPEV)	1363	Laboratory of Oceanography of Villefranche (LOV) / IMEV	490	A. Poisson; C. Jeande	https://doi.org/10.3334/cdiac/otg.tsm_kerfix_51s_68e
397	41SS19940301	Sagar Sampada	41SS	VWXS	31	8300080	Centre for Marine Living Resources & Ecology		Physical Research Laboratory, Ahmedabad	2456	R. Bhushan	https://doi.org/10.25921/q7k2-cf03
398	42BJ19930808	Baruna Jaya I	42BJ	YEAS	31	8420036	Lipi - Indonesian Institute of Science / Lipi - Puslitbang Oseanologi (Indonesie)	1982	Lipi - Indonesian Institute of Science / Lipi - Puslitbang Oseanologi (Indonesie)	1982	A.G. Ilahude	https://doi.org/10.3334/cdiac/otg.42bj19930808
399	42BJ19940128	Baruna Jaya I	42BJ	YEAS	31	8420036	Lipi - Indonesian Institute of Science / Lipi - Puslitbang Oseanologi (Indonesie)	1982	Lipi - Indonesian Institute of Science / Lipi - Puslitbang Oseanologi (Indonesie)	1982	A.G. Ilahude	https://doi.org/10.3334/cdiac/otg.42bj19940128
400	42BR19961121	Baruna Jaya IV	42BR	PLIQ	31	9065998	Lipi - Indonesian Institute of Science / Lipi - Puslitbang Oseanologi (Indonesie)	1982	Lamont-Doherty Earth Observatory, Columbia University	1384	A. Gordon	https://doi.org/10.3334/cdiac/otg.42br19961121
401	42BR19980219	Baruna Jaya IV	42BR	PLIQ	31	9065998	Lipi - Indonesian Institute of Science / Lipi - Puslitbang Oseanologi (Indonesie)	1982	Lamont-Doherty Earth Observatory, Columbia University	1384	A. Gordon	https://doi.org/10.3334/cdiac/otg.42br19980219
402	45CE20090206	Celtic Explorer	45CE	EIGB	31	9244439	Marine Institute	396	Marine Institute	396	T. McGrath	https://doi.org/10.3334/cdiac/otg.rockall_trough_2012
403	45CE20100209	Celtic Explorer	45CE	EIGB	31	9244439	Marine Institute	396	Marine Institute	396	T. McGrath	https://doi.org/10.3334/cdiac/otg.rockall_trough_2012
404	45CE20110103	Celtic Explorer	45CE	EIGB	31	9244439	Marine Institute	396	Marine Institute	396	T. McGrath	https://doi.org/10.3334/cdiac/otg.rockall_trough_2012
405	45CE20120105	Celtic Explorer	45CE	EIGB	31	9244439	Marine Institute	396	Marine Institute	396	T. McGrath	https://doi.org/10.3334/cdiac/otg.rockall_trough_2012
406	492S19931014	Shoyo	492S	JCOD	31	7338614	Maritime Safety Agency / Japan Oceanographic Data Centre	1980	Maritime Safety Agency / Japan Oceanographic Data Centre	1980	T. Bando	https://doi.org/10.3334/cdiac/otg.pacifica_492s19931014
407	492S19941101	Shoyo	492S	JCOD	31	7338614	Maritime Safety Agency / Japan Oceanographic Data Centre	1980	Maritime Safety Agency / Japan Oceanographic Data Centre	1980	Y. Iwanaga	https://doi.org/10.25921/yvym-fr55
408	49EW19940115	Bosei Maru	4935	JGAW	31	9057989	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	M. Fukasawa	https://doi.org/10.3334/cdiac/otg.pacifica_49ew19940115
409	49EW19981003	Bosei Maru	4935	JGAW	31	9057989	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	School of Marine Science and Technology, Tokai Univ.	https://doi.org/10.3334/cdiac/otg.pacifica_49ew19981003
410	49EW19991007	Bosei Maru	4935	JGAW	31	9057989	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	School of Marine Science and Technology, Tokai Univ.	https://doi.org/10.3334/cdiac/otg.pacifica_49ew19991007
411	49EW20001006	Bosei Maru	4935	JGAW	31	9057989	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	School of Marine Science and Technology, Tokai Univ.	https://doi.org/10.3334/cdiac/otg.pacifica_49ew20001006
412	49FA20000509	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Akimasa Okano	https://doi.org/10.3334/cdiac/otg.pacifica_49fa20000509
413	49H519960509	Hokko Maru	49H5	8LRY	31	7527617	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Shuichi Watanabe	https://doi.org/10.3334/cdiac/otg.pacifica_49h519960509
414	49H520010113	Hokko Maru	49H5	8LRY	31	7527617	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Hiromi Kasai	https://doi.org/10.3334/cdiac/otg.pacifica_49h520010113
415	49H520010508	Hokko Maru	49H5	8LRY	31	7527617	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520010508
416	49H520020510	Hokko Maru	49H5	8LRY	31	7527617	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520020510
417	49H520021001	Hokko Maru	49H5	8LRY	31	7527617	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520021001
418	49H520030115	Hokko Maru	49H5	8LRY	31	7527617	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520030115
419	49H520030609	Hokko Maru	49H5	8LRY	31	7527617	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520030609
420	49H520030701	Hokko Maru	49H5	8LRY	31	7527617	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520030701
421	49H520060510	Hokko Maru	49I1	JEEB	31	9291511	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520060510
422	49H520060715	Hokko Maru	49I1	JEEB	31	9291511	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520060715
423	49H520070123	Hokko Maru	49I1	JEEB	31	9291511	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520070123
424	49H520070508	Hokko Maru	49I1	JEEB	31	9291511	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tsuneo Ono	https://doi.org/10.3334/cdiac/otg.pacifica_49h520070508
425	49HG19920807	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Kimitoshi Ishikawa	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19920807
426	49HG19930413	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Masashi Arita	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19930413
427	49HG19930807	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Koh Harada	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19930807
428	49HG19940413	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Koh Harada	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19940413
429	49HG19940808	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Akira Nishimura	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19940808
430	49HG19950414	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Akira Nishimura	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19950414
431	49HG19950807	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	Koh Harada	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19950807
432	49HG19960412	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Akira Nishimura	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19960412
433	49HG19960807	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Koh Harada	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19960807
434	49HG19971110	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Fumiyasu Nishibori	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19971110
435	49HG19980812	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Fumiyasu Nishibori	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19980812
436	49HG19990804	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Fumiyasu Nishibori	https://doi.org/10.3334/cdiac/otg.pacifica_49hg19990804
437	49HG20000912	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Fumiyasu Nishibori	https://doi.org/10.3334/cdiac/otg.pacifica_49hg20000912
438	49HG20010813	Hakurei Maru	49HG	JFSI	31	9063598	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Fumiyasu Nishibori	https://doi.org/10.3334/cdiac/otg.pacifica_49hg20010813
439	49HH19910813	Hakuho Maru	49HH	JDSS	31	8714700	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Keisuke Taira	https://doi.org/10.3334/cdiac/otg.pacifica_49hh19910813
440	49HH19930513	Hakuho Maru	49HH	JDSS	31	8714700	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Keisuke Taira	https://doi.org/10.3334/cdiac/otg.pacifica_49hh19930513
441	49HH19941213	Hakuho Maru	49HH	JDSS	31	8714700	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	K. Kawaguchi; M.Terazaki	https://doi.org/10.3334/cdiac/otg.carina_49hh19941213
442	49HH20011127	Hakuho Maru	49HH	JDSS	31	8714700	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Meteorological Research Institute, Japan Meteorological Agency	4631	Makoto Terasaki	https://doi.org/10.3334/cdiac/otg.carina_49hh20011127
443	49HH20030930	Hakuho Maru	49HH	JDSS	31	8714700	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Isao Koike	https://doi.org/10.3334/cdiac/otg.pacifica_49hh20030930
444	49HO19920620	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19920620
445	49HO19950615	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19950615
446	49HO19970602	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19970602
447	49HO19970711	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19970711
448	49HO19980601	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19980601
449	49HO19980622	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19980622
450	49HO19980718	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19980718
451	49HO19990601	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19990601
452	49HO19990622	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19990622
453	49HO19990719	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho19990719
454	49HO20000601	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho20000601
455	49HO20000621	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho20000621
456	49HO20000729	Hokusei Maru	49YQ	JKCQ	31	7609180	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho20000729
457	49HO20010604	Hokusei Maru	49YQ	JKCQ	31	7609180	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho20010604
458	49HO20010710	Hokusei Maru	49YQ	JKCQ	31	7609180	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Faculty of Fisheries, HU	https://doi.org/10.3334/cdiac/otg.pacifica_49ho20010710
459	49K619940107	Kaiyo Maru	490S	JNZL	31	8920012	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	Kuniaki Okuda	https://doi.org/10.3334/cdiac/otg.woce_p02t_1994
460	49K619960620	Kaiyo Maru	490S	JNZL	31	8920012	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Hokkaido University Graduate School of Environmental Science and Faculty of Environmental Earth Science	3094	K. Mizuno	https://doi.org/10.3334/cdiac/otg.woce_p08n_1996
461	49K619990523	Kaiyo Maru	490S	JNZL	31	8920012	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	National Research Institute for Fisheries Science, Fisheries Research Agency	4604	Tomowo Watanabe	https://doi.org/10.3334/cdiac/otg.woce_p01_1999
462	49NB20030705	Natsushima	49NB	7JDU	31	7819785	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hajime Kawakami	https://doi.org/10.3334/cdiac/otg.pacifica_49nb20030705
463	49NB20040519	Natsushima	49NB	7JDU	31	7819785	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	National Institute of Advanced Industrial Science and Technology, Tsukuba	3102	Hajime Kawakami	https://doi.org/10.3334/cdiac/otg.pacifica_49nb20040519
